bedtime,wakeup_time,bedtime_minutes,wakeup_minutes,sleep_duration,caffeine_intake,exercise_duration,screen_time_before_bed,stress_level,mood,sleep_interruptions,sleep_quality
22:28,06:16,1348,376,8.43,Low,6,64,4,Anxious,Yes,Average
22:00,09:03,1320,543,10.4,None,83,113,4,Neutral,No,Good
22:16,05:59,1336,359,7.85,None,41,125,6,Neutral,No,Good
22:47,05:56,1367,356,6.54,Low,28,2,5,Happy,No,Average
22:07,05:03,1327,303,7.62,High,5,49,2,Neutral,No,Good
22:41,06:31,1361,391,8.15,Low,55,89,2,Neutral,Yes,Good
00:53,08:40,53,520,8.38,Low,12,144,2,Happy,No,Good
22:26,06:32,1346,392,8.16,High,55,92,3,Neutral,No,Good
01:52,08:39,112,519,6.39,Low,7,92,3,Happy,No,Average
23:21,06:47,1401,407,7.21,Low,40,74,4,Neutral,Yes,Average
23:44,06:44,1424,404,6.9,Moderate,33,59,4,Anxious,No,Average
23:14,07:44,1394,464,8.31,Low,29,54,5,Sad,No,Good
00:29,06:44,29,404,6.17,Low,28,19,0,Neutral,Yes,Average
01:25,06:11,85,371,5.54,None,36,117,5,Happy,No,Average
01:19,09:34,79,574,8.08,Moderate,24,79,4,Sad,No,Average
23:22,07:22,1402,442,8.05,Low,61,52,4,Happy,Yes,Good
22:00,05:59,1320,359,9.31,Moderate,3,59,5,Happy,No,Average
00:11,07:23,11,443,7.31,High,27,61,10,Happy,No,Average
22:30,06:13,1350,373,7.77,Low,37,140,2,Neutral,No,Good
23:58,06:40,1438,400,7.35,None,15,51,4,Neutral,No,Good
23:25,06:41,1405,401,7.38,Low,8,61,7,Happy,No,Average
01:45,05:59,105,359,4.6,Moderate,58,112,4,Sad,No,Poor
00:56,09:03,56,543,8.26,Low,1,78,3,Neutral,Yes,Average
23:12,06:10,1392,370,5.83,None,12,30,3,Happy,No,Average
01:23,06:06,83,366,4.49,Moderate,39,89,3,Sad,No,Average
23:06,06:41,1386,401,7.09,Low,53,62,5,Sad,No,Good
22:45,05:46,1365,346,6.68,Low,7,89,4,Happy,Yes,Poor
23:12,07:53,1392,473,8.68,None,19,100,6,Neutral,No,Average
00:42,08:46,42,526,8.84,None,37,81,3,Neutral,No,Good
01:13,06:50,73,410,5.19,Moderate,23,55,4,Sad,No,Poor
22:13,07:12,1333,432,8.36,Low,31,21,4,Happy,No,Good
22:32,09:59,1352,599,11.45,Low,9,47,1,Anxious,No,Good
22:37,08:22,1357,502,10.19,Moderate,27,26,4,Neutral,No,Average
22:17,06:42,1337,402,7.83,Moderate,14,119,5,Happy,No,Average
23:39,05:04,1419,304,4.86,Low,43,36,4,Neutral,No,Average
22:45,06:58,1365,418,8.54,None,9,46,5,Sad,No,Good
23:24,05:02,1404,302,6.17,Low,18,13,5,Happy,Yes,Average
22:58,08:22,1378,502,9.17,Low,40,8,3,Happy,Yes,Good
01:05,08:49,65,529,7.68,Low,13,39,2,Happy,Yes,Good
01:55,08:50,115,530,7.44,None,31,94,2,Happy,No,Good
00:57,05:47,57,347,4.96,Low,63,74,4,Sad,No,Average
22:13,07:13,1333,433,9.19,Moderate,81,21,3,Neutral,Yes,Good
00:45,09:09,45,549,8.17,None,38,57,5,Happy,No,Good
23:02,09:53,1382,593,11.63,None,23,103,3,Neutral,Yes,Average
22:21,05:39,1341,339,6.48,Moderate,12,61,5,Happy,No,Poor
23:26,09:39,1406,579,10.61,Moderate,31,38,3,Sad,No,Good
00:02,08:20,2,500,7.99,Moderate,33,67,7,Happy,No,Average
23:26,06:07,1406,367,6.28,None,70,44,6,Neutral,No,Good
23:46,08:20,1426,500,8.51,Low,64,87,4,Sad,No,Good
00:08,07:58,8,478,8.41,Low,16,121,3,Happy,No,Good
23:52,07:00,1432,420,7.19,Low,58,3,3,Happy,No,Good
23:59,08:25,1439,505,8.99,High,33,48,7,Happy,No,Good
00:26,05:50,26,350,5.97,None,4,61,6,Sad,No,Poor
23:51,09:12,1431,552,9.15,None,30,82,7,Neutral,Yes,Average
00:37,09:23,37,563,8.62,Low,12,53,8,Neutral,No,Good
22:25,05:33,1345,333,7.14,None,6,8,4,Happy,No,Good
00:22,05:52,22,352,5.7,Moderate,49,81,3,Happy,Yes,Poor
22:08,09:49,1328,589,11.37,None,54,83,4,Happy,Yes,Average
00:20,06:35,20,395,6.98,Low,49,97,7,Sad,Yes,Average
22:20,07:31,1340,451,8.91,Low,33,154,3,Happy,Yes,Good
01:15,07:41,75,461,6.92,Low,38,25,5,Happy,No,Good
23:04,06:08,1384,368,6.47,Moderate,14,95,4,Neutral,No,Poor
01:06,07:15,66,435,5.68,Low,38,109,4,Anxious,Yes,Poor
22:10,07:17,1330,437,9.84,High,35,21,6,Happy,No,Good
00:50,07:33,50,453,7.39,Low,26,62,5,Neutral,No,Average
22:20,07:31,1340,451,9.17,Low,14,87,6,Neutral,No,Average
00:04,07:49,4,469,7.77,None,3,12,4,Anxious,No,Good
22:16,08:07,1336,487,9.24,Low,7,41,3,Happy,No,Good
22:16,08:48,1336,528,10.19,Low,85,40,3,Neutral,No,Good
23:59,06:54,1439,414,6.46,High,27,123,6,Neutral,No,Poor
00:19,07:55,19,475,7.79,High,75,165,2,Neutral,Yes,Average
23:49,06:06,1429,366,6.75,Low,26,27,6,Sad,No,Average
01:09,08:15,69,495,6.77,Moderate,35,51,5,Sad,No,Average
22:40,09:18,1360,558,11.12,Low,79,58,6,Neutral,No,Good
00:28,07:25,28,445,6.32,Low,24,123,4,Neutral,No,Average
23:50,07:03,1430,423,7.3,Moderate,7,17,3,Happy,No,Good
00:24,07:07,24,427,7.27,High,65,6,3,Neutral,No,Good
22:15,05:55,1335,355,7.04,Low,45,54,3,Sad,No,Good
01:25,05:03,85,303,3.63,None,60,207,5,Neutral,No,Average
23:18,06:08,1398,368,6.96,High,23,36,6,Neutral,No,Average
23:35,09:41,1415,581,10.29,Low,29,17,1,Sad,No,Good
22:41,07:59,1361,479,9.74,Moderate,26,83,5,Neutral,Yes,Poor
00:10,08:38,10,518,7.93,High,38,1,1,Anxious,No,Good
00:07,08:04,7,484,8.25,None,71,98,7,Sad,No,Good
00:10,08:37,10,517,8.22,Moderate,6,11,1,Neutral,No,Good
23:43,05:54,1423,354,6.44,None,40,101,7,Neutral,No,Average
22:59,06:05,1379,365,7.23,Low,44,28,5,Happy,Yes,Good
22:07,09:41,1327,581,12.36,High,49,134,5,Happy,No,Average
23:40,06:26,1420,386,7.15,Low,11,71,7,Happy,No,Average
01:30,09:18,90,558,7.61,Low,21,1,4,Happy,No,Good
23:28,05:19,1408,319,5.23,Low,37,67,3,Happy,No,Average
22:44,07:12,1364,432,8.38,Low,12,64,5,Neutral,No,Average
22:53,08:28,1373,508,9.62,Low,9,47,4,Neutral,No,Good
01:10,09:38,70,578,9.29,None,39,36,3,Neutral,No,Good
22:59,09:25,1379,565,10.82,Low,22,124,2,Happy,No,Good
23:07,07:11,1387,431,8.15,Moderate,49,34,6,Happy,No,Good
01:07,08:49,67,529,7.73,Low,57,49,3,Neutral,No,Good
01:39,09:25,99,565,8.53,Low,9,86,5,Neutral,No,Average
23:46,09:54,1426,594,10.99,None,12,91,4,Happy,No,Average
23:04,06:41,1384,401,7.41,High,19,20,3,Happy,No,Good
01:45,06:55,105,415,5.55,High,9,32,4,Neutral,Yes,Poor
00:35,05:01,35,301,4.69,Low,80,15,1,Happy,No,Good
00:51,09:13,51,553,8.34,None,22,58,3,Anxious,No,Good
01:14,07:25,74,445,6.28,None,3,102,7,Sad,Yes,Poor
00:38,09:27,38,567,8.36,Low,45,102,5,Neutral,Yes,Average
23:53,05:10,1433,310,5.04,Low,63,13,3,Happy,Yes,Average
01:27,07:13,87,433,5.48,None,1,90,5,Sad,No,Poor
23:05,07:47,1385,467,8.75,Moderate,66,65,4,Neutral,Yes,Average
00:11,05:50,11,350,4.99,Moderate,18,59,2,Neutral,Yes,Poor
00:41,06:01,41,361,4.95,High,11,31,6,Neutral,No,Poor
22:18,07:55,1338,475,9.37,Low,20,75,3,Happy,No,Good
22:02,08:24,1322,504,10.87,Moderate,44,7,4,Happy,No,Good
22:34,05:28,1354,328,6.32,Low,39,35,3,Happy,No,Good
01:37,07:54,97,474,6.75,Low,8,15,5,Sad,No,Average
01:56,06:22,116,382,3.88,Low,20,90,4,Happy,No,Poor
22:49,06:34,1369,394,7.6,Low,35,124,0,Happy,No,Good
23:29,09:00,1409,540,9.43,Low,10,24,5,Anxious,No,Good
22:50,08:54,1370,534,9.53,None,81,63,4,Anxious,Yes,Average
01:57,05:09,117,309,3.25,None,29,10,8,Happy,No,Average
22:05,05:35,1325,335,7.42,Moderate,31,4,3,Happy,No,Good
01:51,05:25,111,325,3.79,None,25,49,7,Sad,No,Average
22:17,06:19,1337,379,8.08,None,1,104,6,Happy,No,Average
01:18,07:44,78,464,6.38,Moderate,61,73,4,Happy,No,Average
22:16,09:31,1336,571,11.45,None,52,123,2,Sad,No,Good
01:00,06:11,60,371,5.47,None,59,128,3,Neutral,No,Average
23:42,07:03,1422,423,7.6,Low,69,16,4,Sad,No,Good
22:26,09:47,1346,587,11.68,None,66,152,4,Sad,Yes,Average
22:04,06:02,1324,362,7.73,Moderate,29,83,3,Happy,No,Average
00:20,08:15,20,495,7.28,None,31,93,3,Sad,No,Good
23:29,09:19,1409,559,9.85,Moderate,28,116,4,Neutral,No,Average
00:09,05:55,9,355,6.25,Low,5,80,3,Neutral,No,Average
23:19,05:50,1399,350,6.64,Moderate,56,92,7,Sad,Yes,Poor
00:28,07:09,28,429,6.37,None,47,63,6,Anxious,Yes,Average
00:05,06:42,5,402,6.27,Low,9,26,2,Happy,No,Good
22:32,08:13,1352,493,9.98,Low,37,16,7,Happy,No,Good
22:47,06:26,1367,386,7.31,High,45,98,1,Sad,No,Good
22:08,07:54,1328,474,9.39,High,11,74,4,Anxious,No,Average
23:01,06:23,1381,383,7.33,None,25,141,3,Anxious,No,Good
22:14,07:39,1334,459,9.11,Low,30,3,5,Neutral,No,Good
22:00,05:40,1320,340,7.63,Low,26,85,5,Happy,Yes,Average
23:17,09:47,1397,587,10.72,Low,8,64,0,Neutral,No,Good
00:33,07:58,33,478,6.8,None,61,20,6,Happy,No,Good
00:56,07:13,56,433,6.93,Low,10,32,2,Happy,No,Good
22:58,05:14,1378,314,6.1,None,62,57,4,Neutral,No,Good
23:31,08:01,1411,481,8.27,Low,45,36,3,Neutral,Yes,Good
00:03,09:32,3,572,9.55,None,7,3,5,Neutral,Yes,Average
23:12,06:41,1392,401,7.33,Moderate,47,76,5,Anxious,No,Average
22:10,09:46,1330,586,11.42,Low,12,83,7,Happy,Yes,Average
23:03,09:17,1383,557,10.68,Low,48,44,5,Neutral,No,Good
01:08,06:20,68,380,4.97,Low,45,127,4,Anxious,No,Average
00:31,07:43,31,463,7.11,Moderate,0,38,5,Happy,No,Average
22:52,06:11,1372,371,7.53,None,38,87,3,Happy,No,Good
00:41,09:42,41,582,8.49,High,42,107,6,Neutral,No,Average
23:20,09:33,1400,573,9.98,Low,40,59,4,Happy,No,Good
01:47,08:29,107,509,6.87,High,38,123,2,Happy,No,Average
23:44,07:42,1424,462,7.55,Low,7,59,2,Sad,No,Good
23:36,09:54,1416,594,10.19,None,78,52,2,Happy,No,Good
01:04,06:23,64,383,5.19,Low,41,47,3,Happy,Yes,Average
00:57,05:26,57,326,4.81,Low,33,55,1,Neutral,No,Good
22:27,09:11,1347,551,10.01,None,63,50,3,Neutral,No,Good
00:56,05:51,56,351,5.07,Moderate,23,40,4,Happy,No,Poor
23:33,08:26,1413,506,9.14,Low,33,4,0,Neutral,No,Good
23:57,08:51,1437,531,8.29,None,19,58,4,Happy,No,Good
23:04,08:47,1384,527,9.57,Low,0,98,5,Happy,Yes,Average
23:51,09:03,1431,543,9.84,None,14,63,3,Anxious,No,Good
23:11,09:22,1391,562,10.5,Moderate,7,109,2,Neutral,No,Average
01:40,07:52,100,472,6.28,Low,53,110,7,Neutral,No,Average
01:32,09:52,92,592,9.13,Low,5,31,4,Happy,No,Good
00:32,07:38,32,458,6.58,None,16,86,4,Sad,Yes,Poor
22:08,09:06,1328,546,11.49,Moderate,36,31,6,Anxious,Yes,Average
23:38,08:55,1418,535,9.2,Low,13,48,2,Neutral,Yes,Good
00:12,07:34,12,454,7.28,None,61,81,7,Neutral,Yes,Average
23:11,09:21,1391,561,10.11,None,9,48,4,Happy,No,Good
01:13,05:52,73,352,4.47,Moderate,51,12,4,Anxious,No,Average
00:19,06:21,19,381,6.14,Low,24,16,4,Sad,No,Average
22:53,05:48,1373,348,6.44,Moderate,15,106,0,Neutral,No,Average
22:29,06:50,1349,410,8.34,Moderate,9,57,5,Sad,Yes,Average
22:15,06:17,1335,377,8.19,Low,73,96,2,Sad,No,Good
22:37,09:22,1357,562,10.61,Low,58,21,7,Anxious,No,Good
22:14,06:47,1334,407,8.56,None,64,62,5,Sad,No,Good
01:52,07:50,112,470,6.17,None,32,164,5,Neutral,No,Average
23:13,07:48,1393,468,7.73,Low,7,140,2,Sad,No,Good
22:42,05:39,1362,339,7.56,Moderate,18,20,2,Anxious,Yes,Average
00:09,05:27,9,327,5.08,Low,24,6,1,Sad,Yes,Average
01:06,05:42,66,342,4.84,Low,56,122,6,Neutral,No,Average
22:35,08:08,1355,488,10.06,Moderate,11,136,3,Anxious,No,Average
23:26,06:48,1406,408,7.96,Low,49,25,3,Neutral,No,Good
01:10,07:21,70,441,6.86,High,27,28,6,Neutral,No,Average
22:53,06:20,1373,380,7.56,High,21,104,6,Happy,No,Average
23:08,06:33,1388,393,7.16,Moderate,33,127,5,Sad,No,Average
23:37,07:52,1417,472,9.13,Moderate,8,24,4,Sad,No,Average
01:57,05:54,117,354,3.79,Low,18,81,6,Happy,No,Poor
22:08,08:55,1328,535,10.94,High,42,70,4,Neutral,No,Average
22:29,08:32,1349,512,9.96,Moderate,10,18,3,Happy,Yes,Average
23:58,07:45,1438,465,8.03,Low,7,118,7,Neutral,No,Average
22:54,06:26,1374,386,8.13,Low,25,47,4,Sad,No,Good
00:07,09:37,7,577,9.8,Moderate,60,11,1,Anxious,Yes,Good
23:59,08:39,1439,519,8.79,High,94,6,0,Happy,Yes,Good
00:03,08:50,3,530,9.43,Low,10,56,9,Happy,No,Good
22:29,09:03,1349,543,10.46,Low,1,1,4,Anxious,No,Good
22:13,06:02,1333,362,8.1,Low,27,38,7,Happy,Yes,Average
22:17,08:15,1337,495,9.85,Low,57,10,4,Neutral,No,Good
01:26,06:40,86,400,5.22,Moderate,1,81,4,Sad,No,Poor
22:42,08:40,1362,520,9.38,Low,55,3,0,Anxious,No,Good
00:46,07:02,46,422,5.8,Low,22,0,5,Neutral,No,Average
00:04,08:37,4,517,8.88,Moderate,76,65,8,Happy,No,Average
23:25,05:22,1405,322,5.3,Moderate,23,39,7,Sad,No,Poor
22:39,07:14,1359,434,8.52,Low,23,17,5,Happy,Yes,Average
22:59,09:17,1379,557,10.18,High,34,148,4,Neutral,No,Average
00:57,09:16,57,556,8.23,Low,17,107,3,Neutral,No,Good
01:52,08:49,112,529,6.89,High,1,33,6,Anxious,No,Average
23:45,08:08,1425,488,8.35,Moderate,39,60,3,Neutral,No,Good
23:53,09:28,1433,568,9.57,None,68,36,3,Sad,No,Good
22:07,08:40,1327,520,10.49,Low,52,12,6,Happy,No,Good
22:25,08:57,1345,537,10.09,None,29,16,6,Happy,No,Good
22:36,07:33,1356,453,9.46,None,21,87,6,Happy,No,Average
22:45,06:34,1365,394,7.96,Low,19,130,2,Neutral,No,Good
22:58,05:20,1378,320,6.59,Low,66,16,2,Neutral,No,Good
22:59,09:20,1379,560,10.48,Moderate,11,15,1,Sad,No,Good
00:12,09:40,12,580,10.01,Moderate,6,92,4,Happy,Yes,Poor
00:01,07:16,1,436,6.33,None,78,17,4,Happy,No,Good
23:56,05:15,1436,315,5.43,Moderate,21,167,4,Sad,No,Poor
01:41,08:33,101,513,7.3,Moderate,57,57,4,Neutral,No,Good
01:11,08:22,71,502,7.19,Low,22,127,2,Neutral,No,Good
01:29,06:17,89,377,4.73,Moderate,60,103,6,Happy,Yes,Poor
01:46,07:11,106,431,5.21,Low,3,38,7,Neutral,No,Average
00:20,08:08,20,488,8.07,Moderate,7,199,1,Happy,No,Average
23:21,09:34,1401,574,10.77,Moderate,17,57,5,Anxious,No,Average
01:02,05:12,62,312,3.59,Moderate,44,59,2,Neutral,No,Average
22:15,05:01,1335,301,6.38,None,10,94,3,Neutral,Yes,Average
01:08,05:54,68,354,5.29,Low,11,113,5,Neutral,No,Poor
22:52,05:08,1372,308,5.65,Low,19,68,3,Happy,Yes,Poor
23:31,07:08,1411,428,8.17,Low,10,37,6,Neutral,No,Good
00:06,06:14,6,374,5.97,Low,18,1,6,Neutral,Yes,Poor
22:51,07:16,1371,436,8.33,Low,43,89,5,Happy,No,Good
00:32,06:08,32,368,5.39,Low,42,92,4,Sad,No,Average
22:56,06:31,1376,391,8.19,None,106,3,4,Sad,No,Good
00:25,07:32,25,452,6.99,Moderate,11,57,4,Happy,Yes,Poor
22:12,05:46,1332,346,7.82,Moderate,35,15,4,Sad,No,Good
23:04,09:54,1384,594,10.76,None,23,37,5,Happy,Yes,Average
00:49,05:51,49,351,5.65,High,21,35,3,Neutral,No,Average
00:39,09:23,39,563,9.15,Low,0,169,1,Neutral,No,Good
23:10,08:49,1390,529,9.25,None,46,9,3,Neutral,No,Good
00:51,06:22,51,382,5.59,Moderate,30,45,2,Happy,No,Average
01:26,07:53,86,473,6.21,Low,33,137,4,Happy,No,Average
01:56,08:23,116,503,6.36,Low,58,7,5,Anxious,No,Good
01:31,05:05,91,305,3.87,Low,28,148,2,Happy,Yes,Poor
00:55,09:48,55,588,8.76,Low,70,69,7,Happy,No,Good
22:59,05:20,1379,320,6.28,Low,50,60,6,Neutral,Yes,Average
23:14,09:18,1394,558,9.31,Low,0,131,3,Happy,No,Good
23:17,05:54,1397,354,6.63,Low,80,63,3,Neutral,No,Good
22:47,08:26,1367,506,9.7,None,51,68,4,Neutral,No,Good
23:20,08:32,1400,512,9.12,Low,14,2,5,Happy,No,Good
22:41,09:03,1361,543,9.72,Low,16,11,5,Neutral,No,Good
00:31,08:30,31,510,7.64,Low,13,122,7,Happy,No,Average
00:44,08:17,44,497,8.18,Moderate,33,35,6,Sad,Yes,Average
23:08,05:30,1388,330,6.18,None,19,98,3,Happy,No,Average
00:55,07:28,55,448,6.76,Low,7,51,8,Happy,No,Average
01:19,06:41,79,401,5.25,Moderate,11,15,4,Neutral,No,Poor
01:58,09:26,118,566,8.22,None,95,62,7,Happy,No,Good
23:56,08:09,1436,489,8.01,High,12,62,5,Happy,Yes,Poor
00:28,05:00,28,300,4.8,Low,20,88,5,Happy,No,Poor
23:40,05:29,1420,329,5.64,Moderate,35,0,6,Sad,No,Average
22:34,08:26,1354,506,9.96,None,41,19,5,Happy,No,Good
00:27,05:49,27,349,5.99,Low,17,87,0,Sad,No,Average
23:03,09:14,1383,554,9.79,Low,21,11,4,Happy,No,Good
00:27,06:28,27,388,5.48,None,34,97,6,Anxious,Yes,Poor
00:25,05:34,25,334,5.26,Low,33,88,1,Happy,Yes,Average
22:33,09:02,1353,542,10.42,Moderate,26,22,5,Neutral,No,Average
22:58,05:17,1378,317,6.43,Low,20,3,3,Anxious,Yes,Average
22:29,05:08,1349,308,7.0,Low,24,124,5,Happy,No,Average
00:38,06:42,38,402,6.53,Moderate,68,39,1,Sad,No,Good
00:55,06:56,55,416,5.71,Low,18,54,3,Happy,No,Average
00:21,05:45,21,345,5.65,Moderate,8,12,4,Sad,No,Poor
23:00,08:47,1380,527,9.5,High,80,122,1,Happy,Yes,Average
00:29,05:22,29,322,4.99,Low,42,37,4,Sad,No,Average
01:47,07:22,107,442,4.93,Low,39,66,4,Happy,No,Average
22:23,06:17,1343,377,7.66,Low,25,93,4,Sad,No,Average
22:45,05:58,1365,358,8.0,Low,32,74,3,Happy,No,Good
22:59,07:03,1379,423,8.13,Low,30,127,6,Sad,No,Good
01:38,05:33,98,333,3.92,Low,40,26,7,Sad,No,Average
00:57,09:44,57,584,8.27,Low,77,15,1,Neutral,No,Good
01:44,07:46,104,466,5.86,Low,12,54,4,Happy,No,Average
23:19,07:13,1399,433,8.37,None,67,96,6,Neutral,No,Good
01:57,06:56,117,416,4.56,Low,36,6,1,Sad,No,Good
22:52,07:36,1372,456,8.17,Moderate,80,159,4,Happy,Yes,Average
00:08,07:22,8,442,7.14,Moderate,20,3,2,Happy,No,Good
00:45,09:06,45,546,8.68,Low,5,42,6,Neutral,No,Good
01:59,05:30,119,330,3.67,Moderate,11,152,5,Anxious,No,Poor
22:07,05:33,1327,333,6.9,Low,46,163,2,Neutral,No,Good
01:05,05:11,65,311,4.06,Low,5,63,5,Anxious,No,Poor
00:46,05:08,46,308,4.75,Low,57,69,4,Sad,No,Average
00:26,08:40,26,520,8.23,Moderate,56,12,4,Sad,No,Good
01:18,08:28,78,508,6.99,Moderate,40,11,4,Sad,No,Average
22:29,06:29,1349,389,8.25,Low,44,13,8,Happy,No,Good
00:31,07:36,31,456,7.09,Low,44,95,3,Sad,No,Good
01:00,05:15,60,315,4.01,None,10,91,5,Neutral,Yes,Poor
22:30,09:18,1350,558,10.92,Moderate,0,30,4,Neutral,No,Average
23:26,05:39,1406,339,6.46,Low,62,27,3,Neutral,No,Good
22:15,05:17,1335,317,6.86,None,40,100,5,Happy,Yes,Average
22:39,08:03,1359,483,9.54,Low,23,1,6,Happy,No,Good
00:52,06:18,52,378,5.2,None,63,50,5,Sad,Yes,Average
00:53,09:41,53,581,8.27,High,2,76,5,Anxious,No,Average
01:45,05:13,105,313,3.22,None,25,70,2,Sad,No,Average
00:51,05:24,51,324,4.84,Moderate,7,32,2,Sad,Yes,Poor
01:34,05:28,94,328,4.14,High,5,59,2,Neutral,Yes,Poor
01:29,06:36,89,396,5.18,None,37,19,7,Happy,No,Average
22:54,06:56,1374,416,7.53,None,29,116,8,Neutral,No,Average
22:30,06:45,1350,405,8.73,Low,20,142,2,Anxious,Yes,Average
23:16,06:55,1396,415,8.27,Low,13,33,3,Happy,No,Good
22:47,08:15,1367,495,9.57,Moderate,17,93,4,Sad,No,Average
00:54,07:13,54,433,6.45,None,36,71,2,Neutral,No,Good
00:34,07:22,34,442,7.41,None,2,112,6,Happy,No,Average
00:27,07:55,27,475,7.91,Moderate,26,6,3,Neutral,No,Good
01:15,07:24,75,444,6.19,Low,2,77,3,Happy,No,Average
23:55,06:09,1435,369,6.0,None,98,90,5,Happy,Yes,Average
00:45,05:35,45,335,4.5,None,36,84,3,Happy,No,Average
23:45,07:46,1425,466,8.28,Low,17,94,4,Neutral,No,Average
00:00,07:55,0,475,7.9,None,6,50,5,Neutral,Yes,Average
00:59,06:21,59,381,5.18,Low,46,97,3,Happy,No,Average
23:37,05:29,1417,329,5.89,Low,74,34,4,Happy,No,Average
23:36,07:07,1416,427,7.91,Low,15,35,3,Happy,No,Good
22:33,06:27,1353,387,7.33,Low,29,23,5,Happy,Yes,Average
22:12,07:04,1332,424,9.28,Moderate,27,135,4,Anxious,No,Average
00:03,08:48,3,528,8.8,None,38,95,3,Happy,No,Good
00:15,09:33,15,573,9.86,None,20,4,5,Neutral,No,Good
23:49,09:41,1429,581,9.78,High,19,34,6,Happy,No,Average
23:56,06:32,1436,392,6.71,Low,36,34,3,Happy,No,Good
22:32,06:07,1352,367,7.56,Low,34,153,2,Neutral,No,Good
23:53,06:34,1433,394,6.9,None,25,115,4,Happy,No,Average
23:11,08:42,1391,522,9.59,Low,31,19,5,Happy,No,Good
22:03,08:50,1323,530,10.8,High,57,5,4,Sad,No,Good
00:00,08:58,0,538,8.9,Moderate,52,33,5,Sad,No,Good
00:16,09:15,16,555,9.07,High,60,9,6,Happy,No,Good
22:13,06:05,1333,365,7.72,Low,82,46,4,Sad,No,Good
00:34,05:26,34,326,4.96,Low,43,1,6,Neutral,No,Average
00:39,05:42,39,342,4.94,Moderate,28,35,2,Happy,No,Average
00:17,09:41,17,581,9.34,None,21,46,2,Neutral,No,Good
00:13,06:54,13,414,7.2,High,10,105,6,Neutral,No,Average
01:01,08:28,61,508,7.3,None,24,39,6,Neutral,No,Good
22:08,09:21,1328,561,11.72,Moderate,57,40,6,Happy,Yes,Average
01:37,08:42,97,522,6.73,None,25,11,2,Sad,No,Good
22:41,09:16,1361,556,10.95,Moderate,39,24,2,Sad,No,Good
22:45,07:02,1365,422,8.29,Moderate,18,13,1,Neutral,No,Good
00:31,05:55,31,355,5.54,Low,60,82,3,Sad,No,Average
00:35,06:06,35,366,5.39,Low,12,92,2,Anxious,No,Average
23:12,07:39,1392,459,8.24,High,73,26,2,Neutral,No,Good
23:25,09:01,1405,541,9.31,High,48,28,1,Happy,No,Good
22:37,05:37,1357,337,7.42,Low,14,40,5,Neutral,No,Good
22:54,05:54,1374,354,7.34,Moderate,91,81,7,Anxious,No,Average
23:58,07:59,1438,479,7.81,None,10,100,4,Anxious,No,Average
01:56,06:32,116,392,5.02,Low,40,176,4,Happy,No,Average
01:37,05:00,97,300,3.36,None,44,13,4,Happy,No,Average
23:51,09:55,1431,595,9.56,Low,26,13,3,Anxious,No,Good
01:47,05:15,107,315,3.92,Moderate,46,131,4,Neutral,No,Poor
23:49,05:03,1429,303,5.69,High,66,35,4,Neutral,No,Average
00:25,09:37,25,577,9.14,Low,39,132,3,Neutral,No,Good
01:34,05:50,94,350,4.32,Low,64,83,2,Sad,No,Average
23:56,06:35,1436,395,5.8,Moderate,24,186,4,Happy,No,Poor
00:31,05:14,31,314,4.25,High,21,96,8,Happy,Yes,Poor
22:06,05:29,1326,329,6.97,None,25,14,0,Anxious,Yes,Average
22:07,05:01,1327,301,6.79,Low,55,125,5,Sad,No,Average
01:45,05:18,105,318,3.32,Low,6,123,2,Neutral,Yes,Poor
00:39,08:39,39,519,7.78,High,32,56,7,Neutral,No,Good
23:14,06:44,1394,404,7.3,None,0,0,4,Sad,No,Good
23:02,08:38,1382,518,9.44,Low,42,47,4,Anxious,No,Good
01:53,07:00,113,420,4.93,Low,37,92,2,Neutral,Yes,Average
23:11,06:04,1391,364,7.03,Low,33,67,6,Happy,No,Good
22:33,05:47,1353,347,6.71,Low,71,46,5,Anxious,No,Good
22:50,09:58,1370,598,11.43,Low,75,81,4,Happy,No,Good
22:09,07:44,1329,464,9.91,Moderate,99,5,5,Happy,No,Good
01:36,08:59,96,539,6.62,High,3,15,4,Happy,No,Average
22:40,08:39,1360,519,9.64,Low,30,96,3,Sad,No,Good
01:08,07:57,68,477,6.44,None,32,8,2,Sad,Yes,Good
23:25,06:57,1405,417,7.74,Low,5,117,2,Neutral,No,Good
23:00,09:44,1380,584,11.04,Low,4,37,4,Sad,No,Good
00:25,06:19,25,379,5.66,None,21,73,10,Sad,No,Poor
00:09,09:02,9,542,9.55,None,48,70,6,Sad,No,Good
00:50,08:23,50,503,7.16,Low,3,39,6,Anxious,No,Good
01:00,08:10,60,490,7.33,Low,29,72,3,Sad,No,Good
00:12,06:39,12,399,6.49,None,23,34,3,Neutral,No,Good
01:27,07:37,87,457,6.03,Low,6,103,5,Happy,No,Average
22:36,09:28,1356,568,11.14,Low,53,57,6,Happy,No,Good
01:08,05:25,68,325,5.0,Low,35,108,3,Neutral,Yes,Average
00:35,09:45,35,585,9.38,Low,32,57,4,Happy,No,Good
22:40,09:28,1360,568,10.22,None,47,87,3,Happy,No,Good
00:31,09:28,31,568,8.79,Low,38,3,0,Happy,No,Good
23:51,05:47,1431,347,6.27,Low,91,7,2,Neutral,No,Good
00:24,06:36,24,396,6.04,None,22,104,6,Anxious,No,Average
01:12,05:20,72,320,4.04,Moderate,14,10,3,Anxious,No,Average
